DATE,GBPONTD156N
2019-07-16,0.66663
2019-07-17,0.66188
2019-07-18,0.66675
2019-07-19,0.6645
2019-07-22,0.66038
2019-07-23,0.66863
2019-07-24,0.66663
2019-07-25,0.66088
2019-07-26,0.66575
2019-07-29,0.66813
2019-07-30,0.67463
2019-07-31,0.66863
2019-08-01,0.66888
2019-08-02,0.66325
2019-08-05,0.67138
2019-08-06,0.67
2019-08-07,0.672
2019-08-08,0.66875
2019-08-09,0.66513
2019-08-12,0.67825
2019-08-13,0.6665
2019-08-14,0.66888
2019-08-15,0.66813
2019-08-16,0.668
2019-08-19,0.66263
2019-08-20,0.66963
2019-08-21,0.66663
2019-08-22,0.675
2019-08-23,0.67688
2019-08-26,.
2019-08-27,0.67775
2019-08-28,0.66625
2019-08-29,0.66438
2019-08-30,0.68038
2019-09-02,0.66963
2019-09-03,0.66988
2019-09-04,0.66838
2019-09-05,0.67013
2019-09-06,0.67325
2019-09-09,0.66963
2019-09-10,0.67725
2019-09-11,0.67763
2019-09-12,0.669
2019-09-13,0.6715
2019-09-16,0.67613
2019-09-17,0.66125
2019-09-18,0.6605
2019-09-19,0.66963
2019-09-20,0.66863
2019-09-23,0.66963
2019-09-24,0.66938
2019-09-25,0.679
2019-09-26,0.67038
2019-09-27,0.66963
2019-09-30,0.66025
2019-10-01,0.66538
2019-10-02,0.68075
2019-10-03,0.66288
2019-10-04,0.67025
2019-10-07,0.6775
2019-10-08,0.66763
2019-10-09,0.67125
2019-10-10,0.66063
2019-10-11,0.67188
2019-10-14,0.66513
2019-10-15,0.66938
2019-10-16,0.67225
2019-10-17,0.66838
2019-10-18,0.66925
2019-10-21,0.68038
2019-10-22,0.66913
2019-10-23,0.68463
2019-10-24,0.67213
2019-10-25,0.68175
2019-10-28,0.67913
2019-10-29,0.681
2019-10-30,0.67438
2019-10-31,0.67725
2019-11-01,0.68038
2019-11-04,0.67913
2019-11-05,0.68163
2019-11-06,0.68
2019-11-07,0.682
2019-11-08,0.67963
2019-11-11,0.68213
2019-11-12,0.66663
2019-11-13,0.6715
2019-11-14,0.68413
2019-11-15,0.6815
2019-11-18,0.68413
2019-11-19,0.67875
2019-11-20,0.67938
2019-11-21,0.679
2019-11-22,0.66938
2019-11-25,0.65925
2019-11-26,0.67775
2019-11-27,0.66963
2019-11-28,0.67225
2019-11-29,0.67513
2019-12-02,0.67838
2019-12-03,0.6715
2019-12-04,0.67088
2019-12-05,0.66975
2019-12-06,0.67
2019-12-09,0.66625
2019-12-10,0.67313
2019-12-11,0.684
2019-12-12,0.68088
2019-12-13,0.68188
2019-12-16,0.68363
2019-12-17,0.67125
2019-12-18,0.6705
2019-12-19,0.68438
2019-12-20,0.66238
2019-12-23,0.65638
2019-12-24,0.66788
2019-12-25,.
2019-12-26,.
2019-12-27,0.66175
2019-12-30,0.6655
2019-12-31,0.67625
2020-01-01,.
2020-01-02,0.66613
2020-01-03,0.68225
2020-01-06,0.67025
2020-01-07,0.67125
2020-01-08,0.67225
2020-01-09,0.66988
2020-01-10,0.68225
2020-01-13,0.682
2020-01-14,0.679
2020-01-15,0.68188
2020-01-16,0.67275
2020-01-17,0.68
2020-01-20,0.68275
2020-01-21,0.67938
2020-01-22,0.6835
2020-01-23,0.683
2020-01-24,0.6685
2020-01-27,0.67188
2020-01-28,0.66788
2020-01-29,0.66825
2020-01-30,0.6245
2020-01-31,0.67525
2020-02-03,0.68263
2020-02-04,0.68363
2020-02-05,0.6805
2020-02-06,0.671
2020-02-07,0.67413
2020-02-10,0.68525
2020-02-11,0.67275
2020-02-12,0.66763
2020-02-13,0.68413
